seed,scenario,controller,p95_ms,p99_ms,violation_pct,served_iops,queue_depth,actions,fairness,decision_us
38,nominal,predictive_no_forecast,9.119555777828298,10.915831915885375,0.9722222222222222,17805.9247458425,18.73774203908193,19,0.9999461727486137,2.691498611111111
38,nominal,mpc,9.254685717084326,11.077578358328195,12.986111111111112,17802.83842815418,22.236788717999907,27,0.9922743309594121,21.451725
39,nominal,static,8.821425409789084,10.558978899596013,10.79861111111111,17779.474134035197,21.07864445971856,0,0.9755928958803041,0.09739444444444445
39,nominal,reactive,8.440693754108638,10.103254645069434,1.284722222222222,17810.870766003896,12.128721084362935,11,0.9999418981867856,2.158301388888889
39,nominal,predictive,7.111791503148725,8.512598920435595,0.0,17831.767844283262,0.41314507164694797,46,1.0,21.702379166666667
39,nominal,predictive_no_forecast,7.256215544564352,8.68547012152399,0.0,17830.766460344075,2.394105619658012,14,1.0,2.6987194444444444
39,nominal,mpc,7.46527664759245,8.9357099266637,0.5902777777777778,17825.413207166595,4.628536755948408,27,0.9999661902548098,20.773652777777777
40,nominal,static,11.043759692380222,13.219045692394515,22.708333333333332,17773.618819136802,46.07412170800104,0,0.9461764396523975,0.09104027777777778
40,nominal,reactive,9.664024047385615,11.567543935507022,7.326388888888889,17792.93062581161,24.881697472068264,47,0.9997635730451304,2.5898680555555558
40,nominal,predictive,7.253436374790459,8.682143539521924,0.0,17818.849419637856,1.9213139875216636,43,1.0,20.025856944444445
